,Title,Date
26425,Why this long-time Apple fan may be adding a Microsoft Band to her collection,10/30/14
26426,Why this long-time Apple fan may be adding a Microsoft Band to her collection,10/30/14
26427,"The 404 Show 1,573: Microsoft Band hands on, Nintendo sleep tracker (podcast)",10/30/14
26428,"LBGT Tech Partnership Reaches Out to FCC, FTC",10/30/14
26429,Microsoft says its new Band gizmo can make you a &quot;better human&quot;,10/30/14
26430,Microsoft says its new Band gizmo can make you a &quot;better human&quot;,10/30/14
26431,Microsoft says its new Band gizmo can make you a &quot;better human&quot;,10/30/14
26432,Microsoft says its new Band gizmo can make you a &quot;better human&quot;,10/30/14
26433,MBPT Spotlight: Agency Study Finds Millennials&quot; &quot;Most-Beloved&quot; Brands Include Target But Not Facebook,10/30/14
26434,The New Fitness Tracker in Town: Microsoft Band,10/30/14
26435,Microsoft Band: Latest fitness data gadget released,10/30/14
26436,Lenovo Takes the Anti-Microsoft Approach to Its New Smartphone Company,10/30/14
26437,Why Nintendo and Microsoft Are Diving Head-First Into The Health-Tech Business,10/30/14
26438,VMware Fusion,10/30/14
26439,"IVV, AAPL, XOM, MSFT: ETF Inflow Alert",10/30/14
26440,Microsoft too offering big-picture health service,10/30/14
26441,Microsoft too offering big-picture health service,10/30/14
26442,Another Layoff At Microsoft: A Change In The Right Direction?,10/30/14
26443,Microsoft unveils health band; IBM teams with Twitter: TechFlash 7 things,10/30/14
26444,"Microsoft looks to take on Apple ""cool""",10/30/14
26445,DJIA gains 0.43%,10/30/14
26446,"Investors Watch List : JetBlue Airways Corporation (NASDAQ:JBLU), EMC Corporation (NYSE:EMC), KNOT Offshore Partners LP (NYSE:KNOP), Baidu Inc (ADR) (NASDAQ:BIDU), Twitter (NYSE:TWTR)",10/30/14
26447,Visa swipes past estimates; Kraft hurt by higher costs; Microsoft debuts smartwatch,10/30/14
26448,Barracuda Extends Email Management Capabilities For Microsoft Azure Customers,10/30/14
26449,Microsoft Convergence 2014 Europe,10/30/14
26450,Wall Street in the red as investors continue to digest Fed statement; GDP rises 3.5% in Q3,10/30/14
26451,Microsoft launches wearable fitness device for $199,10/30/14
26452,Source: Microsoft Employees Are &quot;Worn Out&quot; Over So Much Change (MSFT),10/30/14
26453,"Microsoft enters wearable market with Band, rivalling Samsung, Fitbit and Lenovo",10/30/14
26454,Wall Street to weigh GDP data; Visa counts on mobile devices; Microsoft debuts smartwatch,10/30/14
26455,Which Corporations Pay The Highest Taxes?,10/30/14
26456,Microsoft&quot;s Wearable Device: Market Is Getting Too Crowded,10/30/14
26457,LinkOptimizer for Adobe InDesign Now Supports Mac OS X 10.10 Yosemite,10/30/14
26458,"Microsoft reduces 3K jobs, completes workforce decrease plan, Reuters says",10/30/14
26459,Microsoft unveils Microsoft Band wearable device,10/30/14
26460,"Microsoft: Another 3,000 job losses as Satya Nadella continues restructuring",10/30/14
26461,Microsoft Wants Its Wearable On Your Wrist And Your Health Data In Its Hands,10/30/14
26462,Microsoft launches wearable fitness device for $199,10/30/14
26463,Microsoft launches wearable fitness device for $199,10/30/14
26464,Microsoft launches wearable fitness device for $199,10/30/14
26465,Microsoft launches wearable fitness device for $199,10/30/14
26466,Microsoft watch beats Apple to market,10/30/14
26467,HBO Explores the &quot;How&quot; of Streaming Option,10/30/14
26468,"New Microsoft fitness band leaks on Apple, Google app stores ahead of launch",10/30/14
26469,"New Microsoft fitness band leaks on Apple, Google app stores ahead of launch",10/30/14
26470,"Insider Selling: William H. Gates III Sells 4,500,000 Shares of Microsoft Stock (MSFT)",10/30/14
26471,&quot;Microsoft Band&quot; wearable leaked by Apple and Google&quot;s app stores,10/30/14
26472,Should Microsoft Corporation Boost Its Dividend Payout?,10/30/14
26473,"Microsoft lays off 3,000 in latest round of cuts",10/30/14
26474,Which Corporations Pay The Highest Taxes?,10/29/14
26475,"Tellem, Levin Out at Microsoft",10/29/14
26476,Steve Ballmer on His New Life as a Basketball Owner and Microsoft Shareholder,10/29/14
26477,Apple shares hit new all-time intraday and closing highs,10/29/14
26478,"Tellem, Levin Out at Microsoft",10/29/14
26479,"He won&quot;t sell Microsoft stock, he sings along to Fergie: 7 interesting things Steve Ballmer said today",10/29/14
26480,"Nancy Tellem, Jordan Levin Leave Xbox Studios Amid Mass Microsoft Layoffs",10/29/14
26481,"Microsoft cuts 3,000 jobs, rounding out July plan",10/29/14
26482,"Company Update (NASDAQ:MSFT): Microsoft cuts 3,000 jobs, rounding out July plan",10/29/14
26483,"Microsoft cuts 3,000 jobs, including 638 in the Puget Sound region",10/29/14
26484,"Microsoft cuts 3,000 jobs, including 638 in the Puget Sound region",10/29/14
26485,"Microsoft Lays Off 3,000 Employees, Ending Rounds of Cutbacks",10/29/14
26486,"Microsoft cuts 3,000 jobs, rounding out July plan",10/29/14
26487,"Microsoft Cuts 3,000 Jobs, Rounding Out July Plan",10/29/14
26488,"Microsoft cuts 3,000 jobs, rounding out July plan",10/29/14
26489,Is This Microsoft Xbox One Price Cut a Last Chance to Save the Game Console?,10/29/14
26490,EMC&quot;s New Strategy: Focus On Cloud,10/29/14
26491,Is Amazon a Real Company? Former Microsoft CEO Steve Ballmer Doesn&quot;t Think So,10/29/14
26492,Stock Update (NASDAQ:GOOG): Tech Giants&quot; Office Demands Driving 2 REITs To 52-Week Highs,10/29/14
26493,"Apple, Google, Smartphone Sales Strong as Microsoft Continues to Take a Hit",10/29/14
26494,"Investors Watch List: American Realty Capital Properties (NASDAQ:ARCP), Microsoft Corporation (NASDAQ:MSFT), Pilgrim&quot;s Pride Corporation (NASDAQ:PPC), Advaxis (NASDAQ:ADXS), Regal Entertainment Group (NYSE:RGC)",10/29/14
26495,1 Good Sign for Microsoft Surface,10/29/14
26496,Facebook&quot;s premarket stock selloff weighing on tech-sector tracker,10/29/14
26497,"Microsoft cooperates with Intel to offer subsidies for desktops,, DigiTimes says",10/29/14
26498,"Amazon Puts Fire Behind It With Rooftop Buy, Cloud Dominance",10/29/14
26499,CS Odessa Announces Mac OS X User Interface Solution for ConceptDraw PRO,10/29/14
26500,Waterproof Keyboard Keys-To-Go for iPad Unveiled by Logitech,10/29/14
26501,Market Update: Hess Corporation (NYSE:HES) - Hess Announces Plan to Develop Stampede Field in the Deepwater Gulf of Mexico,10/29/14
26502,"Insider Selling: Frank H. Brod Sells 22,000 Shares of Microsoft Stock (MSFT)",10/29/14
26503,McDonald&quot;s accepts Softcard mobile payments in U.S.,10/28/14
26504,Why Is Microsoft Making Android Apps?,10/28/14
26505,"Google, PricewaterhouseCoopers in deal to sell business software",10/28/14
26506,"Google, PricewaterhouseCoopers in deal to sell business software",10/28/14
26507,"Popular Software Gives Hackers Easy Targets, DOD Official Says",10/28/14
26508,Apple shares hit new all-time intraday and closing highs,10/28/14
26509,Logitech debuts Surface-like keyboard for the iPad,10/28/14
26510,Logitech debuts Surface-like keyboard for the iPad,10/28/14
26511,The Most Over-The-Top Tech Billionaire Retreats,10/28/14
26512,Wonder Woman To Nadella: Real Superwomen Don&quot;t Sit Quietly,10/28/14
26513,Microsoft EMET - Armor Against Zero-Days Bypassed Again,10/28/14
26514,CS Odessa Announces Mac OS X User Interface Solution for ConceptDraw PRO,10/28/14
26515,Why Amazon Should Fear Microsoft in the Cloud,10/28/14
26516,Microsoft&quot;s $300 Xbox One Is A Steal,10/28/14
26517,DCI Releases Infographic to Help Developers and Marketers Navigate iOS 8,10/28/14
26518,New APIs To Transform Microsoft Office 365 Into A Multiplatform Application,10/28/14
26519,Microsoft Canada says greatest hurdle to cloud computing is awareness,10/28/14
26520,Google&quot;s Business Software Arm Gains Big Customer (and Partner),10/28/14
26521,Google&quot;s Business Software Arm Gains Big Customer (and Partner),10/28/14
26522,"Microsoft Corporation (NASDAQ:MSFT) Is Making Vast Strides In The Cloud- Cognizant Technology Solutions Corporation (NASDAQ:CTSH), Cyber-Ark Software Ltd. (NASDAQ:CYBR)",10/28/14
26523,InPreflight for Adobe InDesign Now Supports Mac OS X 10.10 Yosemite,10/28/14
26524,Microsoft&quot;s 4th Quarter Hail Mary For The Xbox One,10/28/14
26525,Streetinsider.com&quot;s Hot Lunchtime Reads 10/27: (NQ) (MSFT) (BRG) (KORS),10/28/14
26526,Trick or treat? Campuses nationwide party with Sobrr this Halloween,10/28/14
26527,"Amazon.com, Inc. (AMZN), Google Inc (GOOGL) and Apple Inc. (AAPL) Fighting the Relentless War of the Operating Systems",10/28/14
26528,NeoFinder 6.6 for Yosemite,10/28/14
26529,NeoFinder 6.6 for Yosemite,10/28/14
26530,Sony Harnesses &quot;Powers&quot; to Sell PlayStation Plus Subscriptions,10/28/14
26531,"More Microsoft News From TechEd Europe--Azure, Mobile And Ecosystem",10/28/14
26532,Microsoft delivers wave of innovation at TechEd Europe,10/28/14
26533,Microsoft delivers wave of innovation at TechEd Europe,10/28/14
26534,China Orders Replacement of Microsoft&quot;s Operating System On Government Computers,10/28/14
26535,Microsoft eyes holiday sales with $50 price cut for Xbox One,10/27/14
26536,Microsoft (MSFT) Announces $50 Price Cut on Xbox One for Holiday 2014,10/27/14
26537,Microsoft (MSFT) Offers Unlimited OneDrive Storage for Office 365 Subs,10/27/14
26538,Market Update: Microsoft Corporation (NASDAQ:MSFT) - Highlights From Microsoft&quot;s Q1 Conference Call,10/27/14
26539,Will The Microsoft Xbox Price Cut Win The Holiday Console War?,10/27/14
26540,Microsoft Working On Windows Server For ARM Processors,10/27/14
26541,"Markets Virtually Flat, Oil Continues To Decline Following Bearish Outlook",10/27/14
26542,Microsoft Removes The Limits On Cloud Storage,10/27/14
26543,Microsoft takes latest shot in cloud price war,10/27/14
26544,"Microsoft offering free, unlimited cloud storage to Office 365 subscribers",10/27/14
26545,Microsoft PT Raised to $55.00 at Credit Suisse (MSFT),10/27/14
26546,The Wall Street Journal: Microsoft gives Office 365 subscribers unlimited cloud storage,10/27/14
26547,Microsoft Cuts Price of Xbox One for Holidays,10/27/14
26548,Computer Firms Warn ITU Against Heavy Hand On Cybersecurity,10/27/14
26549,Salesforce&quot;s Move Into Healthcare Will Fetch $1 Billion Annually,10/27/14
26550,Microsoft Considering A Move To ARM Chips,10/27/14
26551,Microsoft to cut Xbox price,10/27/14
26552,"Kreitmann Joins O&M Paris, Circulo Creativo Revamps and More",10/27/14
26553,"Microsoft developing software to run on ARM based servers, Bloomberg reports",10/27/14
26554,Highlights From Microsoft&quot;s Q1 Conference Call,10/27/14
26555,"One Put, One Call Option To Know About for Microsoft Corporation",10/27/14
26556,"One Put, One Call Option To Know About for Microsoft Corporation",10/27/14
26557,3 Technology Stocks to Look Out for this Earnings Season - Earnings ESP,10/27/14
26558,"Stock Market News for October 27, 2014 - Market News",10/27/14
26559,Finland&quot;s Nokia Might Return To The Cell Phone Game,10/27/14
26560,Microsoft slashes Xbox One prices by $50,10/27/14
26561,Microsoft upgraded earlier to Long-Term Buy from Neutral at Hilliard Lyons,10/27/14
26562,Can Microsoft Take Music Sales From Apple?,10/27/14
26563,BatchOutput PDF Now Supports Mac OS X 10.10 Yosemite,10/27/14
26564,"Cisco Systems Becomes #23 Most Shorted Dow Stock, Replacing Microsoft",10/27/14
26565,"5 Stocks Under Wall Street&quot;s Radar : United Parcel Service (NYSE:UPS), Potash Corp. of Saskatchewan (NYSE:POT), Investors Real Estate Trust (NYSE:IRET), VMEM, MSFT",10/27/14
26566,"Microsoft Becomes #15 Most Shorted Dow Stock, Replacing Verizon Communications",10/27/14
26567,MobiFolders 2 makes Organizing and Editing Files on the iPad Easy & Fast,10/27/14
26568,"As Apple Watch Launch Nears, Fitbit Unveils New Fitness Trackers to Stay Ahead",10/27/14
26569,The Career Advice Microsoft&quot;s CEO Should Have Given To Women,10/27/14
26570,Microsoft Earnings: Hardware Sales And Cloud Services Boosts Revenues,10/27/14
26571,Microsoft Corporation (MSFT)&quot;s Stock Is Heading To $55 Due To Nadella Renaissance And Cloud Vision: Daniel Ives,10/27/14
26572,Artificial Intelligence Is A Demon That Will Kill Us All: Elon Musk,10/27/14
26573,WidePoint engaged in two pilot programs using  SPYRUS WorkSafe Pro Microsoft,10/27/14
26574,Satya Nadella Continues Making Big Changes at Microsoft,10/27/14
26575,HP Mulling Partial Sale Of Networking Business In China,10/27/14
26576,Choosing a New iPad and Anticipating the iPad Air 3 and the iPad Mini 4,10/27/14
26577,Beaufort Securities Breakfast Alert including DekelOil,10/27/14
26578,Microsoft Q1 2015 Earnings Review,10/27/14
26579,Inside the Massive Campaign Behind Call of Duty: Advanced Warfare,10/27/14
26580,Inside the Massive Campaign Behind Call of Duty: Advanced Warfare,10/27/14
26581,"Asia stocks up on upbeat data, more risk taking",10/27/14
26582,"Asia Rises As Upbeat Earnings, Data, Boost Risk Appetite",10/27/14
26583,Ballmer&quot;s $1bn slam dunk on Clippers deal,10/26/14
26584,Steve Ballmer&quot;s purchase of LA Clippers,10/26/14
26585,Google&quot;s Sundar Pichai Takes More Products Under His Wing,10/25/14
26586,"Microsoft Corporation (MSFT) Still Reigns The Market, Even if Competition is Harsh",10/25/14
26587,"Weekly Highlights: iPhone 6 Plus Demand Soars, BlackBerry-Lenovo Rumor And More",10/25/14
26588,"STOCKS RALLY TO END THEIR BEST WEEK OF THE YEAR: Here&quot;s What You Need To Know (DIA, SPY, QQQ, TLT, AMZN, SODA, PEP, XHB)",10/25/14
26589,"Microsoft Corporation (MSFT), Amazon.com Inc (AMZN): The Cloud Can Be An Important GDP Catalyst",10/25/14
26590,Cloud business lifts Microsoft&quot;s quarterly results,10/25/14
26591,"Microsoft Rebrands Smartphones, Nixes &quot;Nokia&quot; from Lumia Line",10/25/14
26592,US stock market has best week in nearly 2 years,10/25/14
26593,US stock market has best week in nearly 2 years,10/25/14
26594,"Intel Corporation (NASDAQ:INTC) Saws Notebook Sales Are Still Very Important- Cypress Semiconductor Corporation (NASDAQ:CY), Atmel Corporation (NASDAQ:ATML)",10/25/14
26595,"Three blacks, one Hispanic sit on major high-tech boards",10/25/14
26596,Microsoft: Dropping Nokia name from Lumia smartphones,10/25/14
26597,Markets End Hectic Week On Positive Note,10/24/14
26598,GLOBAL MARKETS-Shares post best week since mid-2013 after earnings boost,10/24/14
26599,How the Dow Jones industrial average and other major averages did Friday,10/24/14
26600,"Breaking open iPads, Groupon&quot;s quest to be Yelp",10/24/14
26601,Wall Street rose with record closes again,10/24/14
26602,Stock Market Today: Oil Skips Biggest Weekly Stock Rally of 2014,10/24/14
26603,Rex On Techs: Nadella&quot;s cloud strategy is working for Microsoft,10/24/14
26604,Stocks Cap Week With Solid Gains; Gilead Clears Buy Point,10/24/14
26605,"Earnings from Microsoft, others drive stocks up",10/24/14
26606,Mid-Afternoon Market Update: Microsoft Rises After Strong Results; DryShips Shares Decline,10/24/14
26607,"Wall Street rallies, S&P 500 on track for biggest weekly gain of 2014",10/24/14
26608,Microsoft Analyst Roundup,10/24/14
26609,3 Biggest Takeaways from Microsoft&quot;s Strong Earnings Report,10/24/14
26610,"Microsoft Corporation (MSFT) profits beat expectations thanks to tablets, cloud",10/24/14
26611,Rackspace Unveils Cloud Office Suite,10/24/14
26612,"GLOBAL MARKETS-Shares rise, set for strongest week since July 2013",10/24/14
26613,Amazon Quarterly Earnings: By the Numbers,10/24/14
26614,"Nadella Following &quot;Innovator&quot;s Method&quot;, Bezos Needs to Execute",10/24/14
26615,Microsoft Given Neutral Rating at Zacks (MSFT),10/24/14
26616,"Microsoft Corporation (MSFT) Will Be Bigger Than Amazon.com, Inc (AMZN) In Cloud Offering: Rick Sherlund",10/24/14
26617,Microsoft Corporation (MSFT) Will Be Biggest Cloud Company In The World: Rick Sherlund,10/24/14
26618,Microsoft Surface business is profitable now,10/24/14
26619,"Tech Stocks Weekly: AAPL, IBM, MSFT, GOOG, FB and The News You Need to Know",10/24/14
26620,Nokia Quarterly Earnings: By the Numbers,10/24/14
26621,"Tech Stocks Weekly: AAPL, IBM, MSFT, GOOG, FB and The News You Need to Know",10/24/14
26622,Stock Market Today: Stocks Look to End the Week Higher After Flurry of Earnings,10/24/14
26623,"US STOCKS-Wall St climbs on Procter & Gamble, Microsoft",10/24/14
26624,&quot;Microsoft Lumia&quot; confirmed as new post-Nokia company phone branding,10/24/14
26625,"US STOCKS-Wall St climbs on Procter & Gamble, Microsoft",10/24/14
26626,"Wall Street climbs on Procter & Gamble, Microsoft",10/24/14
